SKU,型号P/N,一级分类,分类路径,商品标题,单价USD,销量原文,销量(数值),评论数,标签(热门/新品),库存状态,可选配置,特性标签,主图URL,商品页URL,抓取日期,来源分类页
115384,S5810-48FS,Switches,Switches > Enterprise Switches,"S5810-48FS, 48 x 1Gb SFP, 4 x 10Gb SFP+, L3 Managed Switch",2410.0,748 Sold,748,24,,,,BCM56340 | L3 | BGP OSPF | 1G SFP | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115384.main.jpg,https://www.fs.com/products/115384.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
127672,S5800-48MBQ,Switches,Switches > Enterprise Switches,"S5800-48MBQ, 48 x 2.5G RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",2999.0,743 Sold,743,12,,,,L3 | BGP OSPF | 2.5G RJ45 Multi. | MLAG | MACsec,https://resource.fs.com/mall/products/800x800/127672.main.jpeg,https://www.fs.com/products/127672.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
186775,S5860-48XMG-U,Switches,Switches > Enterprise Switches,"S5860-48XMG-U, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed PoE++ Switch",6249.0,730 Sold,730,7,,,,BCM56170 | L3 PoE++ | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20230614120321kyvwfl.jpg,https://www.fs.com/products/186775.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
157444,S5850-48B8C,Switches,Switches > Enterprise Switches,"S5850-48B8C, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, L3 Managed Switch",6169.0,724 Sold,724,5,Hot,,,L3 | EVPN-VXLAN | 25G SFP28 | MLAG | MPLS | PTP,https://resource.fs.com/mall/mainImg/20231127101316um3gpc.jpg,https://www.fs.com/products/157444.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
160709,S3100-16TF-P,Switches,Switches > Enterprise Switches,"S3100-16TF-P, 16 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed PoE+ Switch",439.0,719 Sold,719,6,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45 | Fanless | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20250807152656qvjcrn.jpg,https://www.fs.com/products/160709.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
149844,S3410-24TF-P,Switches,Switches > Enterprise Switches,"S3410-24TF-P, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed PoE+ Switch",609.0,697 Sold,697,12,,,,BCM56150 | L2+ PoE+ | OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/149844.main.jpeg,https://www.fs.com/products/149844.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
254803,S5850-48XMG8C,Switches,Switches > Enterprise Switches,"S5850-48XMG8C, 48 x 10Gb RJ45, 8 x 100Gb QSFP28, L3 Managed Switch",5960.0,697 Sold,697,,,,,L3 | EVPN-VXLAN | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/20250226164736oss8kg.jpg,https://www.fs.com/products/254803.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
230339,S2805S-24TF-P,Switches,Switches > SME Switches,"S2805S-24TF-P, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2 Smart Managed PoE+ Switch",319.0,695 Sold,695,,,,,Realtek | 24 x PoE+ | 370W | VLAN | LACP,https://resource.fs.com/mall/mainImg/800x800/20251125155022a5cm1r.jpg,https://www.fs.com/products/230339.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
115383,S5810-28FS,Switches,Switches > Enterprise Switches,"S5810-28FS, 28 x 1Gb SFP, 4 x 10Gb SFP+, L3 Managed Switch",1719.0,651 Sold,651,19,,,,BCM56342 | L3 | BGP OSPF | 1G SFP | Stacking | Airware Cloud,https://resource.fs.com/mall/products/800x800/115383.main.jpg,https://www.fs.com/products/115383.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
176342,IES3110-8TFM-P,Switches,Switches > Industrial Ethernet Switches,"IES3110-8TFM-P, 8 x 1Gb RJ45, 2 x 1Gb RJ45, 2 x 1Gb SFP, 2 x 1/2.5Gb SFP, L2+ Managed Industrial PoE+ Switch",649.0,650 Sold,650,3,Hot,,,L2+ PoE+ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/2023080916595332kbh4.jpg,https://www.fs.com/products/176342.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
240829,S5850C-12XMS2C,Switches,Switches > Enterprise Switches,"S5850C-12XMS2C, 12 x 10Gb SFP+, 12 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed AV over IP Switch",2159.0,631 Sold,631,2,,,,"L3 AVoIP | BGP OSPF | 10G SFP+, 10G RJ45 Multi. | MLAG",https://resource.fs.com/mall/mainImg/20241016095900cw6pri.jpg,https://www.fs.com/products/240829.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
155948,S8550-32C,Switches,Switches > Enterprise Switches,"S8550-32C, 32 x 100Gb QSFP28, L3 Managed Switch, Front-to-Back Airflow",7959.0,603 Sold,603,8,Hot,,,L3 | EVPN-VXLAN | 100Gb QSFP28 | MLAG | MPLS | MACsec,https://resource.fs.com/mall/mainImg/20220630170937rzcz2d.jpg,https://www.fs.com/products/155948.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
194667,PicOS-LIC-1G,Switches,Switches > PicOS® Data Center Switches (License&Service),"1G PicOS® Perpetual License, Per Device",659.0,571 Sold,571,6,Hot,In Stock,,MLAG | VXLAN | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/202605140957213iqivs.jpg,https://www.fs.com/products/194667.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
192137,S5850-16T16BS2Q,Switches,Switches > Enterprise Switches,"S5850-16T16BS2Q, 16 x 1Gb RJ45, 8 x 10Gb SFP+, 8 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",2869.0,566 Sold,566,,Hot,,,L3 | BGP OSPF | 1G RJ45 | MLAG,https://resource.fs.com/mall/mainImg/20230922153405i3wnsr.jpg,https://www.fs.com/products/192137.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
138514,IES5100-24TF,Switches,Switches > Industrial Ethernet Switches,"IES5100-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2+ Managed Industrial Switch",739.0,540 Sold,540,13,,,,Realtek | L2+ | IP40 | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250819170101jcot2k.jpg,https://www.fs.com/products/138514.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
161350,IES5100-16TS,Switches,Switches > Industrial Ethernet Switches,"IES5100-16TS, 16 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Industrial Switch",919.0,521 Sold,521,1,,,,Realtek | L2+ | IP40 | Stacking | ERPS,https://resource.fs.com/mall/mainImg/20221109122219cmcmpj.jpg,https://www.fs.com/products/161350.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
100590,SW-Lic-Advanced,Switches,Switches > Enterprise Switches,"Advanced License for S5800, S5850, S8050 Series Switches, Includes MPLS, VXLAN-BGP-EVPN, Permanent",599.0,514 Sold,514,2,,In Stock,,Permanent | MPLS | LDP | VxLAN-BGP-EVPN,https://resource.fs.com/mall/mainImg/20231122181027dctkvp.jpg,https://www.fs.com/products/100590.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
189432,S5860-24XMG,Switches,Switches > Enterprise Switches,"S5860-24XMG, 24 x 10Gb RJ45, 4 x 10Gb SFP+, 4 x 25Gb SFP28, L3 Managed Switch",3299.0,509 Sold,509,3,,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/2023080316435317ulu7.jpg,https://www.fs.com/products/189432.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
252733,S2500L-18T2F-P,Switches,Switches > SME Switches,"S2500L-18T2F-P, 18 x 1Gb RJ45, 2 x 1Gb SFP, L2 Unmanaged PoE+ Switch",159.0,506 Sold,506,,,,,16 x PoE+ | 240W | Plug and Play | Rackmount,https://resource.fs.com/mall/mainImg/800x800/20251125160031b6apbq.jpg,https://www.fs.com/products/252733.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
152486,POEX1,Switches,Switches > Enterprise Switches,"POEX1, 1-Port 10/100/1000M Gigabit PoE+ Extender",74.0,503 Sold,503,2,,,,802.3af/at | 26W | 48V-56V DC | Enterprise | LAN Access,https://resource.fs.com/mall/mainImg/202207141040037gxhfb.jpg,https://www.fs.com/products/152486.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
230337,S2805S-24TF,Switches,Switches > SME Switches,"S2805S-24TF, 24 x 1Gb RJ45, 4 x 1Gb SFP, L2 Smart Managed Switch",189.0,471 Sold,471,,,,,Realtek | 1G Uplink | Fanless | VLAN | LACP,https://resource.fs.com/mall/mainImg/20250328165238slnamm.jpg,https://www.fs.com/products/230337.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
157434,S3200-8MG4S,Switches,Switches > SME Switches,"S3200-8MG4S, 8 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",519.0,469 Sold,469,6,,,,Realtek | 10G Uplink | Multi-Gig | VLAN | LACP,https://resource.fs.com/mall/mainImg/800x800/202511211540176zqw7s.jpg,https://www.fs.com/products/157434.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
185533,S5300-12S,Switches,Switches > SME Switches,"S5300-12S, 12 x 10Gb SFP+, L3 Managed Switch",1149.0,461 Sold,461,6,,,,Realtek | Stacking | BGP | RIP | OSPF,https://resource.fs.com/mall/mainImg/202306161625553jmb7w.jpg,https://www.fs.com/products/185533.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
160919,S3100-16TF,Switches,Switches > Enterprise Switches,"S3100-16TF, 16 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed Switch",329.0,433 Sold,433,6,,,,BCM56150 | L2+ | OSPF | 1G RJ45 | Fanless | Airware Cloud,https://resource.fs.com/mall/mainImg/800x800/20250807153313rnsqez.jpg,https://www.fs.com/products/160919.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
157443,S5850-48S8C,Switches,Switches > Enterprise Switches,"S5850-48S8C, 48 x 10Gb SFP+, 8 x 100Gb QSFP28, L3 Managed Switch, AC Power",5199.0,424 Sold,424,12,,,,L3 | EVPN-VXLAN | 10G SFP+ | MLAG | MPLS,https://resource.fs.com/mall/mainImg/20240618104833yp7j7m.jpg,https://www.fs.com/products/157443.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
248353,DIN-Rail-PSU-30W,Switches,Switches > Industrial Ethernet Switches,30W Ultra Slim Step-Shaped DIN Rail Industria Power Supply,24.0,420 Sold,420,,,,"30W, 24V",30W | 24 VDC | -30 to 70°C | Plastic Housing,https://resource.fs.com/mall/mainImg/20241119172249ea0yz3.jpg,https://www.fs.com/products/248353.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
201287,IES3220-4T2F,Switches,Switches > Industrial Ethernet Switches,"IES3220-4T2F, 4 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed Industrial Switch",309.0,418 Sold,418,,,,,Marvell | L2+ | IP41 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240202122102uv1dfu.jpg,https://www.fs.com/products/201287.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
176340,IES3100-16TM,Switches,Switches > Industrial Ethernet Switches,"IES3100-16TM, 16 x 1Gb RJ45, 4 x 1/2.5Gb SFP, L2 Managed Industrial Switch",739.0,410 Sold,410,2,,,,BCM53547 | L2 | IP30 | ERPS,https://resource.fs.com/mall/mainImg/20230317142356wt1fqp.jpg,https://www.fs.com/products/176340.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
150494,S5850-24S2C,Switches,Switches > Enterprise Switches,"S5850-24S2C, 24 x 10Gb SFP+, 2 x 100Gb QSFP28, L3 Managed Switch, AC Power",3109.0,391 Sold,391,8,,,,L3 | EVPN-VXLAN | 10G SFP+ | MLAG | MPLS | MACsec,https://resource.fs.com/mall/products/800x800/150494.main.jpeg,https://www.fs.com/products/150494.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
138512,IES3110-8TF-P,Switches,Switches > Industrial Ethernet Switches,"IES3110-8TF-P, 8 x 1Gb RJ45, 2 x 1/2.5Gb SFP, L2+ Managed Industrial PoE+ Switch",549.0,385 Sold,385,1,,,,L2+ PoE+ | IP30 | PTP | ERPS,https://resource.fs.com/mall/mainImg/20230117182442d8xi3f.jpg,https://www.fs.com/products/138512.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
138515,IES3110-24TF,Switches,Switches > Industrial Ethernet Switches,"IES3110-24TF, 20 x 1Gb RJ45, 4 x 1Gb Combo, L2+ Managed Industrial Switch",749.0,375 Sold,375,18,,,,L2+ | IP30 | ERPS,https://resource.fs.com/mall/mainImg/800x800/20250902114107suwcch.jpg,https://www.fs.com/products/138515.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
149847,S5810-28TS,Switches,Switches > Enterprise Switches,"S5810-28TS, 28 x 1Gb RJ45, 4 x 10Gb SFP+, L3 Managed Switch",1169.0,375 Sold,375,12,,,,BCM56342 | L3 | BGP OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/1G-10G-Switches/800x800/20220525181802_185_149847.jpg,https://www.fs.com/products/149847.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
329205,S3150-8T2FP,Switches,Switches > SME Switches,"S3150-8T2FP, 8 x 1Gb RJ45, 2 x 1Gb SFP, L2+ Managed PoE+ Switch",289.0,357 Sold,357,,,,,Realtek | 8 x PoE+ | 130W | Fanless | VLAN,https://resource.fs.com/mall/mainImg/20230119104343o1vneh.jpg,https://www.fs.com/products/329205.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
149846,S5810-48TS,Switches,Switches > Enterprise Switches,"S5810-48TS, 48 x 1Gb RJ45, 4 x 10Gb SFP+, L3 Managed Switch",1509.0,350 Sold,350,10,,,,BCM56340 | L3 | BGP OSPF | 1G RJ45 | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20220919163009imgnki.jpg,https://www.fs.com/products/149846.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201301,IES5120-28TS-P,Switches,Switches > Industrial Ethernet Switches,"IES5120-28TS-P, 24 x 1Gb RJ45, 4 x 1/10Gb SFP+, L2+ Managed Industrial PoE++ Switch",1019.0,271 Sold,271,,,,,Marvell | L2+ PoE++ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/20240115173609p51v0x.jpg,https://www.fs.com/products/201301.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
194671,PicOS-LIC-100G,Switches,Switches > PicOS® Data Center Switches (License&Service),"100G PicOS® Perpetual License, Per Device",2529.0,266 Sold,266,2,Hot,In Stock,,MLAG | VXLAN | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/20260514174925b8x3np.jpg,https://www.fs.com/products/194671.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
205267,N5580-48Y8C,Switches,Switches > PicOS® Data Center Switches,"N5580-48Y8C, 48 x 25Gb SFP28, 8 x 100Gb QSFP28, PicOS®, Data Center Switch",7749.0,261 Sold,261,7,Hot,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/20260330172316pib2ak.jpg,https://www.fs.com/products/205267.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
240833,S3400C-24MG4S,Switches,Switches > SME Switches,"S3400C-24MG4S, 24 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed Switch",719.0,249 Sold,249,1,,,,Realtek | 10G Uplink | Multi-Gig | Compact | LACP,https://resource.fs.com/mall/mainImg/20241016100219uyf8yh.jpeg,https://www.fs.com/products/240833.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
329355,S3240-8P,Switches,Switches > SME Switches,"S3240-8P, 8 x 1Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",379.0,248 Sold,248,,,,,Realtek | 8 x PoE+ | 120W | Compact | Fanless | Stacking,https://resource.fs.com/mall/mainImg/800x800/202507041810004tn3x4.jpg,https://www.fs.com/products/329355.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
240835,S3400C-24MG4S-P,Switches,Switches > SME Switches,"S3400C-24MG4S-P, 24 x 2.5Gb RJ45, 4 x 10Gb SFP+, L2+ Managed PoE+ Switch",929.0,246 Sold,246,,,,,Realtek | 24 x PoE+ | 380W | Multi-Gig | Compact | LACP,https://resource.fs.com/mall/mainImg/800x800/202601041649473816d9.jpg,https://www.fs.com/products/240835.html,2026-09-02,https://www.fs.com/c/sme-switches-4235
205269,N5580-32C (B2F),Switches,Switches > PicOS® Data Center Switches,"N5580-32C, 32 x 100Gb QSFP28, PicOS®, Data Center Switch, Back-to-Front Airflow",7919.0,245 Sold,245,5,Hot,,,TD3-X7 | EVPN-VXLAN | MLAG | EVPN Multihoming,https://resource.fs.com/mall/mainImg/800x800/202607081006046cv5zw.jpg,https://www.fs.com/products/205269.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
189433,S5860-48XMG,Switches,Switches > Enterprise Switches,"S5860-48XMG, 48 x 10Gb RJ45, 4 x 25Gb SFP28, 2 x 40Gb QSFP+, L3 Managed Switch",5659.0,243 Sold,243,2,,,,BCM56170 | L3 | BGP OSPF | 10G RJ45 Multi. | Stacking | Airware Cloud,https://resource.fs.com/mall/mainImg/20230804151238j5zin9.jpg,https://www.fs.com/products/189433.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
240831,S5850C-24XMG2C,Switches,Switches > Enterprise Switches,"S5850C-24XMG2C, 24 x 10Gb RJ45, 2 x 100Gb QSFP28, L3 Managed AV over IP Switch",2369.0,229 Sold,229,,,,,L3 AVoIP | BGP OSPF | 10G RJ45 Multi. | MLAG,https://resource.fs.com/mall/mainImg/20241016100114lk9xaj.jpg,https://www.fs.com/products/240831.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
201299,IES5120-28TS,Switches,Switches > Industrial Ethernet Switches,"IES5120-28TS, 16 x 1Gb RJ45, 8 x 1Gb Combo, 4 x 1/10Gb SFP+, L2+ Managed Industrial Switch",886.0,223 Sold,223,,,,,Marvell | L2+ | IP40 | PROFINET | MRP,https://resource.fs.com/mall/mainImg/800x800/202508191701155ywsw8.jpg,https://www.fs.com/products/201299.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
201293,TSN3220-10S,Switches,Switches > Industrial Ethernet Switches,"TSN3220-10S, 8 x 1Gb RJ45, 2 x 1/10Gb SFP+, L2 Managed Industrial Switch",509.0,219 Sold,219,,,,,Marvell | L2 | IP41 | TSN | ERPS,https://resource.fs.com/mall/mainImg/20240307142622u2mmmf.jpg,https://www.fs.com/products/201293.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
346095,S5460C-14C,Switches,Switches > Enterprise Switches,"S5460C-14C, 14 x 100Gb QSFP28, 4 x 25G SFP28, L3 Managed AV over IP Switch",3399.0,218 Sold,218,,,,,L3 AVoIP | BGP OSPF | 100G QSFP28 | MLAG,https://resource.fs.com/mall/mainImg/800x800/20250903140351dgmpji.jpg,https://www.fs.com/products/346095.html,2026-09-02,https://www.fs.com/c/enterprise-switches-3079
161349,IES5100-24FS,Switches,Switches > Industrial Ethernet Switches,"IES5100-24FS, 16 x 1Gb SFP, 8 x 1Gb Combo, 4 x 10Gb SFP+, L2+ Managed Industrial Switch",1149.0,215 Sold,215,1,,,,Realtek | L2+ | IP40 | Stacking | ERPS,https://resource.fs.com/mall/mainImg/800x800/202508201012338eb23p.jpg,https://www.fs.com/products/161349.html,2026-09-02,https://www.fs.com/c/industrial-ethernet-switches-4073
194669,PicOS-LIC-25G,Switches,Switches > PicOS® Data Center Switches (License&Service),"25G PicOS® Perpetual License, Per Device",1429.0,212 Sold,212,4,,In Stock,,MLAG | VXLAN | Ansible | ACL | LLDP | 802.1X | Voice VLAN | AAA RADIUS,https://resource.fs.com/mall/mainImg/800x800/20260514095721tdpne5.jpg,https://www.fs.com/products/194669.html,2026-09-02,https://www.fs.com/c/picos-data-center-switches-5125
